Mantra Number,Mantra,Chanda,Devata,Rishi,Padpath,URL,ScrapedAtUTC
1022,आ꣡ ते꣢ अग्न इधीमहि द्यु꣣म꣡न्तं꣢ देवा꣣ज꣡र꣢म् । यु꣢द्ध꣣ स्या꣢ ते꣣ प꣡नी꣢यसी स꣣मि꣢द्दी꣣द꣡य꣢ति꣣ द्य꣡वीष꣢꣯ꣳ स्तो꣣तृ꣢भ्य꣣ आ꣡ भ꣢र ॥१०२२॥,पङ्क्तिः,अग्निः,वसुश्रुत आत्रेयः,आ꣢ । ते꣣ । अग्ने । इधीमहि । द्युम꣡न्त꣢म् । दे꣣व । अज꣡र꣢म् । अ꣣ । ज꣡र꣢꣯म् । यत् । ह꣣ । स्या꣢ । ते꣣ । प꣡नी꣢꣯यसी । स꣣मि꣢त् । स꣣म् । इ꣢त् । दी꣣द꣡य꣢ति । द्य꣡वि꣢꣯ । इ꣡ष꣢꣯म् । स्तो꣣तृ꣡भ्यः꣢ । आ । भ꣣र ॥१०२२॥,https://www.xn--j2b3a4c.com/samveda/1022,2025-12-06T07:27:27.872113
1023,आ꣡ ते꣢ अग्न ऋ꣣चा꣢ ह꣣विः꣢ शु꣣क्र꣡स्य꣢ ज्योतिषस्पते । सु꣡श्च꣢न्द्र꣣ द꣢स्म꣣ वि꣡श्प꣢ते꣣ ह꣡व्य꣢वा꣣ट्तु꣡भ्य꣢ꣳ हूयत꣣ इ꣡ष꣢ꣳ स्तो꣣तृ꣢भ्य꣣ आ꣡ भ꣢र ॥१०२३॥,पङ्क्तिः,अग्निः,वसुश्रुत आत्रेयः,आ꣢ । ते꣣ । अग्ने । ऋचा꣢ । ह꣣विः꣢ । शु꣣क्र꣡स्य꣢ । ज्यो꣣तिषः । पते । सु꣡श्च꣢꣯न्द्र । सु । च꣣न्द्र । द꣡स्म꣢꣯ । वि꣡श्प꣢꣯ते । ह꣡व्य꣢꣯वाट् । ह꣡व्य꣢꣯ । वा꣣ट् । तु꣡भ्य꣢꣯म् । हू꣣यते । इ꣡ष꣢꣯म् । स्तो꣣तृ꣡भ्यः꣢ । आ । भ꣣र ॥१०२३॥,https://www.xn--j2b3a4c.com/samveda/1023,2025-12-06T07:27:29.332549
1024,ओ꣡भे सु꣢꣯श्चन्द्र विश्पते꣣ द꣡र्वी꣢ श्रीणीष आ꣣स꣡नि꣢ । उ꣣तो꣢ न꣣ उ꣡त्पु꣢पूर्या उ꣣क्थे꣡षु꣢ शवसस्पत꣣ इ꣡ष꣢ꣳ स्तो꣣तृ꣢भ्य꣣ आ꣡ भ꣢र ॥१०२४॥,पङ्क्तिः,अग्निः,वसुश्रुत आत्रेयः,आ꣢ । उ꣣भे꣡इति꣣ । सु꣣श्चन्द्र । सु । चन्द्र । विश्पते । द꣢र्वी꣢꣯इ꣡ति꣢ । श्री꣣णीषे । आस꣡नि꣢ । उ꣣त꣢ । उ꣣ । नः । उ꣣त् । पु꣣पूर्याः । उक्थे꣡षु꣢ । श꣣वसः । पते । इ꣡ष꣢꣯म् । स्तो꣣तृ꣡भ्यः꣢ । आ । भ꣣र ॥१०२४॥,https://www.xn--j2b3a4c.com/samveda/1024,2025-12-06T07:27:31.621505
1025,इ꣡न्द्रा꣢य꣣ सा꣡म꣢ गायत꣣ वि꣡प्रा꣢य बृह꣣ते꣢ बृ꣣ह꣢त् । ब्र꣣ह्मकृ꣡ते꣢ विप꣣श्चि꣡ते꣢ पन꣣स्य꣡वे꣢ ॥१०२५॥,उष्णिक्,इन्द्रः,नृमेध आङ्गिरसः,इ꣡न्द्रा꣢꣯य । सा꣡म꣢꣯ । गा꣣यत । वि꣡प्रा꣢꣯य । वि । प्रा꣣य । बृहते꣢ । बृ꣣ह꣢त् । ब्र꣣ह्मकृ꣡ते꣢ । ब्र꣣ह्म । कृ꣡ते꣢꣯ । वि꣣पश्चि꣡ते꣢ । वि꣣पः । चि꣡ते꣢꣯ । प꣣नस्य꣡वे꣢ ॥१०२५॥,https://www.xn--j2b3a4c.com/samveda/1025,2025-12-06T07:27:34.396445
1026,त्व꣡मि꣢न्द्राभि꣣भू꣡र꣢सि꣣ त्व꣡ꣳ सूर्य꣢꣯मरोचयः । वि꣣श्व꣡क꣢र्मा वि꣣श्व꣡दे꣢वो म꣣हा꣡ꣳ अ꣢सि ॥१०२६॥,उष्णिक्,इन्द्रः,नृमेध आङ्गिरसः,त्वम् । इ꣣न्द्र । अभिभूः꣢ । अ꣣भि । भूः꣢ । अ꣣सि । त्व꣢म् । सू꣡र्य꣢꣯म् । अ꣣रोचयः । विश्व꣡क꣢र्मा । वि꣣श्व꣢ । क꣣र्मा । विश्व꣡दे꣢वः । वि꣣श्व꣢ । दे꣣वः । महा꣢न् । अ꣣सि ॥१०२६॥,https://www.xn--j2b3a4c.com/samveda/1026,2025-12-06T07:27:37.199976
1029,आ꣡ ति꣢ष्ठ वृत्रह꣣न्र꣡थं꣢ यु꣣क्ता꣢ ते꣣ ब्र꣡ह्म꣢णा꣣ ह꣡री꣢ । अ꣡र्वाची꣢न꣣ꣳ सु꣢ ते꣣ म꣢नो꣣ ग्रा꣡वा꣢ कृणोतु व꣣ग्नु꣡ना꣢ ॥१०२९॥,अनुष्टुप्,इन्द्रः,गोतमो राहूगणः,आ । ति꣣ष्ठ । वृत्रहन् । वृत्र । हन् । र꣡थ꣢꣯म् । यु꣣क्ता꣢ । ते꣣ । ब्र꣡ह्म꣢꣯णा । हरी꣣इ꣡ति꣢ । अ꣣र्वाची꣡न꣢म् । अ꣣र्व । अची꣡न꣢म् । सु । ते꣣ । म꣡नः꣢꣯ । ग्रा꣡वा꣢꣯ । कृ꣣णोतु । वग्नु꣡ना꣢ ॥१०२९॥,https://www.xn--j2b3a4c.com/samveda/1029,2025-12-06T07:27:43.630616
1030,इ꣢न्द्र꣣मि꣡द्धरी꣢꣯ वह꣣तो꣡ऽप्र꣢तिधृष्टशवसम् । ऋ꣡षी꣢णाꣳ सुष्टु꣣ती꣡रुप꣢꣯ य꣣ज्ञं꣢ च꣣ मा꣡नु꣢षाणाम् ॥१०३०॥,अनुष्टुप्,इन्द्रः,गोतमो राहूगणः,इ꣡न्द्र꣢꣯म् । इत् । ह꣢꣯रीइ꣡ति꣢ । व꣣हतः । अ꣡प्र꣢꣯तिधृष्टशवसम् । अ꣡प्र꣢꣯तिधृष्ट । श꣣वसम् । ऋ꣡षी꣢꣯णाम् । सु꣣ष्टुतीः꣢ । सु꣣ । स्तुतीः꣢ । उ꣡प꣢꣯ । य꣡ज्ञ꣢म् । च꣣ । मा꣡नु꣢꣯षाणाम् ॥१०३०॥,https://www.xn--j2b3a4c.com/samveda/1030,2025-12-06T07:27:45.880345
1031,ज्यो꣡ति꣢र्य꣣ज्ञ꣡स्य꣢ पवते꣣ म꣡धु꣢ प्रि꣣यं꣢ पि꣣ता꣢ दे꣣वा꣡नां꣢ जनि꣣ता꣢ वि꣣भू꣡व꣢सुः । द꣡धा꣢ति꣣ र꣡त्न꣢ꣳ स्व꣣ध꣡यो꣢रपी꣣꣬च्यं꣢꣯ म꣣दि꣡न्त꣢मो मत्स꣣र꣡ इ꣢न्द्रि꣣यो꣡ रसः꣢꣯ ॥१०३१॥,जगती,पवमानः सोमः,त्रय ऋषयः,ज्यो꣡तिः꣢꣯ । य꣣ज्ञ꣡स्य꣢ । प꣣वते । म꣡धु꣢꣯ । प्रि꣣य꣢म् । पि꣡ता꣢ । दे꣣वा꣡ना꣢म् । ज꣣निता꣢ । वि꣣भू꣡व꣢सुः । वि꣣भु꣢ । व꣣सुः । द꣡धा꣢꣯ति । र꣡त्न꣢꣯म् । स्व꣡ध꣢꣯योः । स्व꣣ । ध꣡योः꣢꣯ । अ꣣पीच्य꣢म् । म꣣दि꣡न्त꣢मः । म꣣त्सरः꣢ । इ꣣न्द्रियः꣢ । र꣡सः꣢꣯ ॥१०३१॥,https://www.xn--j2b3a4c.com/samveda/1031,2025-12-06T07:27:47.535493
1033,अ꣢ग्रे꣣ सि꣡न्धू꣢नां꣣ प꣡व꣢मानो अर्ष꣣त्य꣡ग्रे꣢ वा꣣चो꣡ अ꣢ग्रि꣣यो꣡ गोषु꣢꣯ गच्छसि । अ꣢ग्रे꣣ वा꣡ज꣢स्य भजसे म꣣ह꣡द्धन꣢꣯ꣳ स्वायु꣣धः꣢ सो꣣तृ꣡भिः꣢ सोम सूयसे ॥१०३३॥,जगती,पवमानः सोमः,त्रय ऋषयः,अ꣡ग्रे꣢꣯ । सि꣡न्धू꣢꣯नाम् । प꣡व꣢꣯मानः । अ꣡र्षसि । अ꣡ग्रे꣢꣯ । वा꣣चः꣢ । अ꣡ग्रियः꣢ । गो꣡षु꣢꣯ । ग꣣च्छसि । अ꣡ग्रे꣢꣯ । वा꣡ज꣢꣯स्य । भ꣣जसे । मह꣢त् । ध꣡न꣢꣯म् । स्वा꣣यु꣢धः । सु꣡ । आयुधः꣢ । सो꣣तृ꣡भिः꣢ । सो꣣म । सूयसे ॥१०३३॥,https://www.xn--j2b3a4c.com/samveda/1033,2025-12-06T07:27:50.796735
1034,अ꣡सृ꣢क्षत꣣ प्र꣢ वा꣣जि꣡नो꣢ ग꣣व्या꣡ सोमा꣢꣯सो अश्व꣣या꣢ । शु꣣क्रा꣡सो꣢ वीर꣣या꣡शवः꣢꣯ ॥१०३४॥,गायत्री,पवमानः सोमः,कश्यपो मारीचः,अ꣡सृ꣢꣯क्षत । प्र । वा꣣जि꣡नः꣢ । ग꣣व्या꣢ । सो꣡मा꣢꣯सः । अ꣣श्वया । शु꣣क्रा꣡सः꣢ । वी꣣रया꣢ । आ꣣श꣡वः꣢ ॥१०३४॥,https://www.xn--j2b3a4c.com/samveda/1034,2025-12-06T07:27:53.324967
1035,शु꣣म्भ꣡मा꣢ना ऋता꣣यु꣡भि꣢र्मृ꣣ज्य꣡मा꣢ना꣣ ग꣡भ꣢स्त्योः । प꣡व꣢न्ते꣣ वा꣡रे꣢ अ꣣व्य꣡ये꣢ ॥१०३५॥,गायत्री,पवमानः सोमः,कश्यपो मारीचः,शु꣣म्भ꣡मा꣢नाः । ऋ꣣तायु꣡भिः꣢ । मृ꣣ज्य꣢मा꣢नाः । ग꣡भ꣢꣯स्त्योः । प꣡व꣢꣯न्ते । वा꣡रे꣢꣯ । अ꣣व्य꣡ये꣢ ॥१०३५॥,https://www.xn--j2b3a4c.com/samveda/1035,2025-12-06T07:27:54.827982
1036,ते꣡ विश्वा꣢꣯ दा꣣शु꣢षे꣣ व꣢सु꣣ सो꣡मा꣢ दि꣣व्या꣢नि꣣ पा꣡र्थि꣢वा । प꣡व꣢न्ता꣣मा꣡न्तरि꣢꣯क्ष्या ॥१०३६॥,गायत्री,पवमानः सोमः,कश्यपो मारीचः,ते । वि꣡श्वा꣢꣯ । दा꣣शु꣡षे꣢ । व꣡सु꣢꣯ । सो꣡माः꣢꣯ । दि꣣व्या꣡नि꣢ । पा꣡र्थि꣢꣯वा । प꣡व꣢꣯न्ताम् । आ । अ꣣न्त꣡रि꣢क्ष्या ॥१०३६॥,https://www.xn--j2b3a4c.com/samveda/1036,2025-12-06T07:27:56.400439
1039,अ꣡धु꣢क्षत प्रि꣣यं꣢꣫ मधु꣣ धा꣡रा꣢ सु꣣त꣡स्य꣢ वे꣣ध꣡सः꣢ । अ꣣पो꣡ व꣢सिष्ट सु꣣क्र꣡तुः꣢ ॥१०३९॥,गायत्री,पवमानः सोमः,मेधातिथिः काण्वः,अ꣡धु꣢꣯क्षत । प्रि꣡य꣢म् । म꣡धु꣢꣯ । धा꣡रा꣢꣯ । सु꣣त꣡स्य꣢ । वे꣣ध꣡सः꣢ । अ꣣पः꣢ । व꣣सिष्ट । सुक्र꣡तुः꣢ । सु꣣ । क्र꣡तुः꣢꣯ ॥१०३९॥,https://www.xn--j2b3a4c.com/samveda/1039,2025-12-06T07:28:01.892383
1040,म꣣हा꣡न्तं꣢ त्वा म꣣ही꣡रन्वापो꣢꣯ अर्षन्ति꣣ सि꣡न्ध꣢वः । य꣡द्गोभि꣢꣯र्वासयि꣣ष्य꣡से꣢ ॥१०४०॥,गायत्री,पवमानः सोमः,मेधातिथिः काण्वः,म꣣हा꣡न्त꣢म् । त्वा꣣ । महीः꣢ । अ꣡नु꣢꣯ । आ꣡पः꣢꣯ । अ꣣र्षन्ति । सि꣡न्ध꣢꣯वः । यत् । गो꣡भिः꣢꣯ । वा꣣सयिष्य꣡से꣢ ॥१०४०॥,https://www.xn--j2b3a4c.com/samveda/1040,2025-12-06T07:28:04.808046
1041,स꣣मुद्रो꣢ अ꣣प्सु꣡ मा꣢मृजे विष्ट꣣म्भो꣢ ध꣣रु꣡णो꣢ दि꣣वः꣢ । सो꣡मः꣢ प꣣वि꣡त्रे꣢ अस्म꣣युः꣢ ॥१०४१॥,गायत्री,पवमानः सोमः,मेधातिथिः काण्वः,स꣣मुद्रः꣢ । स꣣म् । उद्रः꣢ । अ꣣प्सु꣢ । मा꣣मृजे । विष्टम्भः꣢ । वि꣣ । स्तम्भः꣢ । ध꣣रु꣡णः꣢ । दि꣣वः꣢ । सो꣡मः꣢꣯ । प꣣वि꣡त्रे꣢ । अ꣣स्मयुः꣢ ॥१०४१॥,https://www.xn--j2b3a4c.com/samveda/1041,2025-12-06T07:28:06.444018
1042,अ꣡चि꣢क्रद꣣द्वृ꣢षा꣣ ह꣡रि꣢र्म꣣हा꣢न्मि꣣त्रो꣡ न द꣢꣯र्श꣣तः꣢ । स꣡ꣳ सूर्ये꣢꣯ण दिद्युते ॥१०४२॥,गायत्री,पवमानः सोमः,मेधातिथिः काण्वः,अ꣡चि꣢꣯क्रदत् । वृ꣡षा꣢꣯ । ह꣡रिः꣢꣯ । म꣣हा꣢न् । मि꣣त्रः꣢ । मि꣣ । त्रः꣢ । न । द꣣र्शतः꣢ । सम् । सू꣡र्ये꣢꣯ण । दि꣣द्युते ॥१०४२॥,https://www.xn--j2b3a4c.com/samveda/1042,2025-12-06T07:28:08.359579
1043,गि꣡र꣢स्त इन्द꣣ ओ꣡ज꣢सा मर्मृ꣣ज्य꣡न्ते꣢ अप꣣स्यु꣡वः꣢ । या꣢भि꣣र्म꣡दा꣢य꣣ शु꣡म्भ꣢से ॥१०४३॥,गायत्री,पवमानः सोमः,मेधातिथिः काण्वः,गि꣡रः꣢꣯ । ते꣣ । इन्दो । ओ꣡ज꣢꣯सा । म꣣र्मृज्य꣡न्ते꣢ । अ꣣पस्यु꣡वः꣢ । या꣡भिः꣢꣯ । म꣡दा꣢꣯य । शु꣡म्भ꣢꣯से ॥१०४३॥,https://www.xn--j2b3a4c.com/samveda/1043,2025-12-06T07:28:10.124382
1044,तं꣢ त्वा꣣ म꣡दा꣢य꣣ घृ꣡ष्व꣢य उ लोककृ꣣त्नु꣡मी꣢महे । त꣢व꣣ प्र꣡श꣢स्तये म꣣हे꣢ ॥१०४४॥,गायत्री,पवमानः सोमः,मेधातिथिः काण्वः,तम् । त्वा꣣ । म꣡दा꣢꣯य । घृ꣡ष्व꣢꣯ये । उ꣣ । लोककृत्नु꣢म् । लो꣣क । कृत्नु꣢म् । ई꣣महे । त꣡व꣢꣯ । प्र꣡श꣢꣯स्तये । प्र । श꣣स्तये । म꣢हे ॥१०४४॥,https://www.xn--j2b3a4c.com/samveda/1044,2025-12-06T07:28:12.573676
1045,गो꣣षा꣡ इ꣢न्दो नृ꣣षा꣡ अ꣢स्यश्व꣣सा꣡ वा꣢ज꣣सा꣢ उ꣣त꣢ । आ꣣त्मा꣢ य꣣ज्ञ꣡स्य꣢ पू꣣र्व्यः꣢ ॥१०४५॥,गायत्री,पवमानः सोमः,मेधातिथिः काण्वः,गो꣣षाः꣢ । गो꣢ । साः꣢ । इ꣣न्दो । नृषाः꣢ । नृ꣣ । साः꣢ । अ꣣सि । अश्वसाः꣢ । अ꣣श्व । साः꣢ । वा꣣जसाः꣢ । वा꣣ज । साः꣢ । उ꣣त꣢ । आ꣣त्मा꣢ । य꣣ज्ञ꣡स्य꣢ । पू꣣र्व्यः꣢ ॥१०४५॥,https://www.xn--j2b3a4c.com/samveda/1045,2025-12-06T07:28:15.388717
1046,अ꣣स्म꣡भ्य꣢मिन्दविन्द्रि꣣यं꣡ मधोः꣢꣯ पवस्व꣣ धा꣡र꣢या । प꣣र्ज꣡न्यो꣢ वृष्टि꣣मा꣡ꣳ इ꣢व ॥१०४६॥,गायत्री,पवमानः सोमः,मेधातिथिः काण्वः,अ꣣स्म꣡भ्य꣢म् । इ꣣न्दो । इन्द्रिय꣢म् । म꣡धोः꣢꣯ । प꣣वस्व । धा꣡र꣢꣯या । प꣣र्ज꣡न्यः꣢ । पृ꣣ष्टिमा꣢न् । इ꣣व ॥१०४६॥,https://www.xn--j2b3a4c.com/samveda/1046,2025-12-06T07:28:17.553415
